Code,Indicator Name,Long definition,Source
SP.POP.TOTL,"Population, total","Total population is based on the de facto definition of population, which counts all residents regardless of legal status or citizenship--except for refugees not permanently settled in the country of asylum, who are generally considered part of the population of their country of origin. The values shown are midyear estimates.","(1) United Nations Population Division. World Population Prospects, (2) United Nations Statistical Division. Population and Vital Statistics Report (various years), (3) Census reports and other statistical publications from national statistical offices, (4) Eurostat: Demographic Statistics, (5) Secretariat of the Pacific Community: Statistics and Demography Programme, and (6) U.S. Census Bureau: International Database."
SI.POV.2DAY,Poverty headcount ratio at $2 a day (PPP) (% of population),"Population below $2 a day is the percentage of the population living on less than $2.00 a day at 2005 international prices. As a result of revisions in PPP exchange rates, poverty rates for individual countries cannot be compared with poverty rates reported in earlier editions.","World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)."
WP11659.1,"Purchased agriculture insurance (% working in agriculture, age 15+) [w1]","Denotes the percentage of respondents who are farming, fishing or forestry workers and in the past 12 months have personally paid for crop, rainfall, or livestock insurance (% age 15+). [w1: data are available for wave 1].","Demirguc-Kunt and Klapper, 2012"
WP14934.1,Received domestic remittances in the past year (% age 15+) [w2],Denotes the percentage of respondents who report personally receiving any money in the past 12 months from a relative or friend living in a different area of their country. This includes any money received in person (% age 15+). [w2: data are available for wave 2].,"Demirguc-Kunt et al., 2015"
WP14934.3,"Received domestic remittances in the past year, female (% age 15+) [w2]","Denotes the percentage of respondents who report personally receiving any money in the past 12 months from a relative or friend living in a different area of their country. This includes any money received in person (female, % age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP14934.8,"Received domestic remittances in the past year, income, poorest 40% (% ages 15+) [w2]","Denotes the percentage of respondents who report personally receiving any money in the past 12 months from a relative or friend living in a different area of their country. This includes any money received in person (income, poorest 40%, % age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP14934.9,"Received domestic remittances in the past year, income, richest 60% (% ages 15+) [w2]","Denotes the percentage of respondents who report personally receiving any money in the past 12 months from a relative or friend living in a different area of their country. This includes any money received in person (income, richest 60%, % age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP14934.2,"Received domestic remittances in the past year, male (% age 15+) [w2]","Denotes the percentage of respondents who report personally receiving any money in the past 12 months from a relative or friend living in a different area of their country. This includes any money received in person (male, % age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP14934.5,"Received domestic remittances in the past year, older adults (% ages 25+) [w2]",Denotes the percentage of respondents who report personally receiving any money in the past 12 months from a relative or friend living in a different area of their country. This includes any money received in person (% age 25+). [w2: data are available for wave 2].,"Demirguc-Kunt et al., 2015"
WP14934.6,"Received domestic remittances in the past year, primary education or less (% ages 15+) [w2]","Denotes the percentage of respondents who report personally receiving any money in the past 12 months from a relative or friend living in a different area of their country. This includes any money received in person (primary education or less, % age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP14934.10,"Received domestic remittances in the past year, rural (% age 15+) [w2]","Denotes the percentage of respondents who report personally receiving any money in the past 12 months from a relative or friend living in a different area of their country. This includes any money received in person (rural, % age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP14934.7,"Received domestic remittances in the past year, secondary education or more (% ages 15+) [w2]","Denotes the percentage of respondents who report personally receiving any money in the past 12 months from a relative or friend living in a different area of their country. This includes any money received in person (secondary education or more, % age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP14934.4,"Received domestic remittances in the past year, young adults (% ages 15-24) [w2]",Denotes the percentage of respondents who report personally receiving any money in the past 12 months from a relative or friend living in a different area of their country. This includes any money received in person (% ages 15-24). [w2: data are available for wave 2].,"Demirguc-Kunt et al., 2015"
WP14936.1,"Received domestic remittances: in person and in cash (% recipients, age 15+) [w2]","Denotes, among respondents reporting personally receiving any money in the past 12 months from a relative or friend living in a different area of their country, the percentage who received it by having cash handed to them by a relative or friend or by someone else they know (% recipients, age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP14937.1,"Received domestic remittances: through a financial institution (% recipients, age 15+) [w2]","Denotes, among respondents reporting personally receiving any money in the past 12 months from a relative or friend living in a different area of their country, the percentage who received it through a bank or another type of financial institution. This includes at a branch, at an ATM, or through direct deposit into an account, using their own account or someone else's (% recipients, age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP14938.1,"Received domestic remittances: through a mobile phone (% recipients, age 15+) [w2]","Denotes, among respondents reporting personally receiving any money in the past 12 months from a relative or friend living in a different area of their country, the percentage who received it through a mobile phone, using their own account or someone else's (% recipients, age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP14939.1,"Received domestic remittances: through a money transfer service (% recipients, age 15+) [w2]","Denotes, among respondents reporting personally receiving any money in the past 12 months from a relative or friend living in a different area of their country, the percentage who received it through a money transfer operator (% recipients, age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP15177.1,Received government transfers in the past year (% age 15+) [w2],"Denotes the percentage of respondents who report personally receiving any financial support from the government in the past 12 months. This includes payments for educational or medical expenses, unemployment benefits, subsidy payments, or any kind of social benefits. It does not include wages or any payments related to work (% age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP15177.3,"Received government transfers in the past year, female (% age 15+) [w2]","Denotes the percentage of respondents who report personally receiving any financial support from the government in the past 12 months. This includes payments for educational or medical expenses, unemployment benefits, subsidy payments, or any kind of social benefits. It does not include wages or any payments related to work (female, % age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
WP15177.8,"Received government transfers in the past year, income, poorest 40% (% ages 15+) [w2]","Denotes the percentage of respondents who report personally receiving any financial support from the government in the past 12 months. This includes payments for educational or medical expenses, unemployment benefits, subsidy payments, or any kind of social benefits. It does not include wages or any payments related to work (income, poorest 40%, % age 15+). [w2: data are available for wave 2].","Demirguc-Kunt et al., 2015"
